chunk_id;doc_id;chunk_index;judul_bab;judul_sub_bab;halaman;teks_chunk;entity_text;label;notes;start_char;end_char
000147-001;147;1;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD;Perang Bani Sulaim di Al-Kudr;306-307;"Informasi yang pertama kali masuk kepada Rasulullah setelah Perang Badr, bahwa Bani Sulaim yang termasuk kabilah Ghathafan menghimpun kekuatannya untuk menyerang Madinah. Dengan mengerahkan dua ratus orang penunggang onta, Nabi mendatangi mereka lalu menetap di dekat perkampungan Bani Sulaim yang bernama Al-Kudr. Melihat kedatangan beliau, mereka pun lari tunggang langgang meninggalkan lima ratus onta. yang kemudian dikuasai pasukan Muslimin. Kemudian beliau membaginya setelah seperlimanya, sehingga setiap orang mendapatkan bagian dua ekor onta. Mereka juga menawan seorang pemuda yang bernama Yassar, namun kemudian dia Setelah menetap di sana selama tiga hari, Nabi kembali lagi ke Madinah. merupakan salah satu mata air Bani Sulaim, yang terletak di Najd, dan menjadi rute perjalanan dagang yang menghubungkan Makkah ke Syam. Peperangan ini terjadi pada bulan Syawwal 2 Hijriyah, selang tujuh hari sepulang dari Badr. Beliau mengangkat Siba bin Arfazhah sebagai wakil beliau di Madinah. Namun menurut pendapat lain, dia adalah Ibnu Ummi Lokasi Perang Badr 163 Zadul-Ma'ad, 2/90; Sirah An-Nabawiyah, Ibnu Hisyam, 2/43-44; Makhtashar Siratir-Rasul, hal 236";;;;;
000088-005;88;5;BAIAT AQABAH KEDUA;Dua Belas Pemuka Kaum;206-209;Namun hal ini terjadi setelah orang-orang menunaikan haji sudah mulai pulang ke negerinya masing-masing. Maka para penunggang kuda dari Quraisy segera mengusir semua penduduk Yastrib aga segera pulang. Tapi hal ini tidak banyak berarti, karena waktunya sudah berlalu sekian lama. Tatkala melihat keadaan Sa'd bin Ubadah dan Al-Mundzir bin 126 Sirah An-Nabawiyah, Ibnu Hisyam, 1/448. Amr, mereka segera mengusirnya. Namun niat ini mereka urungkan. Karena Al-Mundzir lemah, mereka melepaskannya. Sebaliknya, mereka langsung memegang Sa'd, mengikat tangan dan lehernya dengan tali kekang, lalu menyeret dan memukuli tubuhnya serta menarik-narik rambutnya hingga masuk Makkah. Tak lama kemudian Al-Muth'im bin Adi dan Al-Harits bin Harb bin Umayyah datang membebaskan Sa'd dari penyiksaan mereka, karena dulu Sa'd pernah memberikan jaminan keamanan terhadap kafilah dagang mereka berdua tatkala melewati Madinah. Selagi orang-orang Anshar sedang berembug tentang nasib Sa'd yang tidak muncul-muncul dan mereka sepakat untuk menyusulnya, tiba-tiba dia pun muncul di hadapan mereka. Akhirnya mereka semua tiba di Madinah dengan selamat. 127 Begitulah kisah baiat Aqabah kedua yang juga dikenal dengan istilah Baiat Aqabah Kubra. Baiat ini berjalan mulus, dengan mencerminkan rasa cinta, loyalitas, tolong-menolong sesama orang-orang Mukmin, kepercayaan, keberanian dan keteguhan dalam meniti jalan ini.;;;;;
000088-004;88;4;BAIAT AQABAH KEDUA;Dua Belas Pemuka Kaum;206-209;"Demi Allah, tidak ada orang yang paling kami benci dari kalangan Arab selain daripada kebencian kami kepada kalian. andaikan sampai meletus peperangan antara kami dan kalian.' Karena orang-orang musyrik Khazraj tidak mengetahui kejadian yang sesungguhnya, karena baiat dilakukan secara sembunyi-sembunyi pada tengah malam buta, maka mereka pun bersumpah demi Allah dan berkata, Itu sama sekali tidak terjadi dan kami pun tidak mengetahuinya."" Akhirnya para utusan Quraisy itu menemui Abdullah bin Ubay bin Salul. Setelah diberitahu, Abdullah bin Ubay berkata, ""Ini bohong. Ini tidak mungkin terjadi. Kaumku tidak mungkin berani bertindak secara lancang melangkahi diriku. Apa pun yang dilakukan kaumku di Yastrib tentu akan meminta pendapatku."" Sedangkan orang-orang yang sudah masuk Islam hanya bisa saling adu pandang saling diam membisu. Tak seorang pun di antara mereka berkata sepatah kata pun untuk menyanggah atau mengiyakan. Maka para utusan Quraisy itu percaya saja apa yang dikatakan penduduk Yastrib yang musyrik lalu mereka pulang dengan tangan hampa. Para utusan Quraisy kembali dengan membawa tanda tanya, antara percaya dan tidak percaya terhadap kabar ini. Oleh karena itu mereka terus mencari- cari dan menyelidiki, hingga merasa yakin bahwa kabar itu memang benar dar baiat benar-benar telah dilaksanakan. Namun hal ini terjadi setelah orang-orang menunaikan haji sudah mulai pulang ke negerinya masing-masing.";;;;;
000084-001;84;1;BAIAT AQABAH KEDUA;UNLABELED SECTION;203-204;"Pada musim haji tahun dari nubuwah, tepatnya pada bulan Juni 622 M, lebih dari 70 Muslimin penduduk Yastrib datang ke Makkah untuk melaksanakan manasik haji. Mereka datang bersama rombongan haji dari kaumnya yang masih musyrik. Semenjak dari rumah atau tatkala di tengah perjalanan, mereka yang sudah masuk Islam itu saling bertanya-tanya, ""Sampai kapan kita membiarkan Rasulullah berkeliling, diusir dan dilanda ketakutan di gunung-gunung Makkah? Setibanya di Makkah, mereka menjalin hubungan secara sembunyi sembunyi dengan Rasulullah , yang akhirnya menghasilkan kesepakatan antara kedua belah pihak untuk berkumpul di sebuah bukit di Aqabah pada pertengahan hari Tasyriq atau tatkala melempar jumrah pertama setelah dari Mina. Agar pertemuan ini berjalan lancar, harus dilakukan secara sembunyi- sembunyi pada malam hari yang gelap Kita serahkan kepada seorang pemuka Anshar untuk menuturkan kepada kita pertemuan monumental ini, pada saat-saat terjadinya perseteruan antara paganisme dan Islam. Inilah penuturan Ka'b bin Malik Al-Anshari : Kami pergi untuk menunaikan haji, yang sebelum itu kami sudah berjanji kepada Rasulullah untuk bertemu di Aqabah pada pertengahan hari-hari Tasyriq. Pada malam hari kami berjanji untuk bertemu beliau. Abdullah bin Amr bin Haram, salah seorang pemimpin dan bangsawan kami sedang bersama kami.";;;;;
000088-003;88;3;BAIAT AQABAH KEDUA;Dua Belas Pemuka Kaum;206-209;"Demi Allah wahai musuh Allah, aku benar-benar akan menanganimu."" Lalu beliau memerintahkan agar mereka kembali lagi ke tenda mereka masing-masing. 125 Tatkala mendengar seruan orang musyrik tersebut, maka Al-Abbas bin Ubadah bin Nadhlah berkata, ""Demi yang mengutus engkau dengan benar, jika engkau berkenan, besok kami bisa menghabisi penduduk Mina dengan pedang-pedang kami."" 125 Zadul-Ma'ad, 2/51 Beliau bersabda, ""Kami tidak diperintahkan untuk itu. Kembali saja ke tenda-tenda kalian."" Maka mereka pun kembali ke tenda masing-masing dan Orang-orang Quraisy terguncang, gundah, dan gelisah setelah mendengar apa yang terjadi malam itu. Mereka menyadari sepenuhnya akibah lebih jauh dari baiat tersebut bagi diri dan harta mereka. Selagi matahari belum terbit, para utusan Quraisy yang terdiri dari pemuka dan pemimpin Makkah mendatangi tenda-tenda penduduk Yastrib untuk meminta kejelasan mengenai masalah ini. ""Wahai orang-orang Khazraj, kami mendengar kalian telah menemui rekan kami dan meminta agar dia pergi dari sisi kami, dan kalian juga sudah berbaiat kepadanya untuk memerangi kami. Demi Allah, tidak ada orang yang paling kami benci dari kalangan Arab selain daripada kebencian kami kepada kalian.";;;;;
000087-001;87;1;BAIAT AQABAH KEDUA;Pelaksanaan Baiat;206;"Setelah ada penetapan klausul-klausul baiat secara mantap, maka dimulailah pelaksanaan baiat dengan cara berjabat tangan. Jabir berkata setelah menuturkan apa yang disampaikan As'ad bin Zurarah, ""Mereka bertanya, ""Wahai As'ad. demi Allah, ulurkanlah tanganmu. Demi Allah kami tidak akan meninggalkan baiat ini dan tidak akan membatalkannya."" Pada saat itulah As'ad bisa mengetahui seberapa jauh kesiapan mereka berkorban demi meniti jalan Islam ini. Dia pun menjadi mantap karenanya. Dengan kedudukan As'ad sebagai da'i yang ulung bersama Mush'ab bin Umair, maka secara otomatis dia pun dinobatkan sebagai pemuka agama bagi orang-orang yang menyatakan baiat tersebut dan dia pula yang pertama kali menyatakan baiat. Menurut Ibnu Ishaq, Bani An-Najjar menganggap Abu Umamah As'ad bin Zurarah adalah orang pertama kali yang mengulurkan tangannya untuk Setelah itu barulah dilakukan baiat secara umum. Jabir menuturkan, ""Lalu kami yang laki-laki bangkit menghampiri beliau secara bergiliran, lalu beliau membaiat kami dan berjanji akan memberikan surga kepada kami."" Sedangkan baiat terhadap dua wanita yang ikut hadir pada saat itu hanya dengan perkataan semata, karena Rasulullah sama sekali tidak pernah berjabat tangan dengan wanita lain mahram. 124";;;;;
000085-001;85;1;BAIAT AQABAH KEDUA;Permulaan Dialog dan Tanggung Jawab yang Diingatkan Al-Abbas;204;"Setelah semuanya dirasa sudah cukup, maka dialog pun dimulai untuk mengesahkan jalinan agama dan militer. Yang pertama kali membuka dialog adalah Al-Abbas bin Abdul Muththalib. Dia menjelaskan secara terbuka kepada mereka yang hadir di situ tentang beratnya tanggung jawab yang bakal mereka pikul, sebagai kelanjutan dan konsekuensi jalinan persekutuan ini. Dia berkata. ""Wahai orang-orang Khazraj, sesungguhnya posisi Muhammad di tengah kami sudah kalian ketahui sendiri. Kami sudah mencegahnya untuk tidak mengusik kaum kami dengan sesuatu yang sudah kita ketahui. Dia adalah orang yang terhormat di tengah kaumnya, dilindungi di negerinya. Bisa saja dia enggan bergabung dan berkumpul bersama kalian. Jika memang kalian berpikir untuk menyia-nyiakan dan menelantarkan dirinya setelah dia keluar dari tempatnya untuk bergabung bersama kalian, maka lebih baik biarkanlah dia sejenak saat ini. Toh dia orang yang terhormat dan dilindungi di tengah kaumnya."" Ka'b menuturkan, ""Kami berkata, Kami sudah mendengar apa yang engkau sampaikan,"" lalu dia berkata kepada beliau, ""Wahai Rasulullah. putuskanlah apa yang engkau sukai bagi diri engkau dan Rabb engkau."" Jawaban ini menunjukkan semangat, hasrat yang menggelora, keberanian iman dan ketulusan dalam mengemban tanggung jawab ini serta menanggung apa pun akibatnya di kemudian hari. Setelah itu Rasulullah menjelaskan segala sesuatunya, hingga selesailah proses baiat itu.";;;;;
000084-002;84;2;BAIAT AQABAH KEDUA;UNLABELED SECTION;203-204;"Abdullah bin Amr bin Haram, salah seorang pemimpin dan bangsawan kami sedang bersama kami. Yang hingga detik itu kami masih merahasiakan keadaan kami yang sesungguhnya, maka kami mengajaknya untuk bergabung, lalu kami katakan kepadanya, ""Wahai Abu Jabir, sesungguhnya engkau adalah pemimpin kami dan orang yang terhormat di antara kami. Kami tidak ingin jika engkau menjadi bahan bakar api neraka di kemudian hari."" Lalu kami mengajakny a masuk Islam dan kami beritahukan pula janji kami untuk bertemu Rasulullah di Aqabah Seketika itu pula dia menyatakan masuk Islam dan bersama-sama kami dia ikut ke Aqabah. Dia kami angkat sebagai pemimpin rombongan Pada malam itu kami tidur di tengah kaum kami. Setelah lewat sepertiga malam, kami keluar dari rombongan menuju tempat yang sudah kami janjikan untuk bertemu Rasulullah . Masing-masing dari kami berjalan mengendap- ngendap dengan langkah hati-hati hingga akhirnya kami semua berkumpul di bukit Aqabah. Jumlah kami ada tujuh puluh tiga orang laki-laki dan dua wanita, y aitu Nasibah binti Ka'b dan Ummu Ammarah dari Bani Mazin bin An-Najj ar, dan Asma binti Amr atau Ummu Mani' dari Bani Salamah. Kami berkumpul di bukit menunggu, hingga Rasulullah mendatangi kami berserta paman beliau, Al-Abbas bin Abdul Muththalib. Sekalipun saat itu dia belum masuk Islam, tetapi dia ingin menyertai beliau dan beliau pun percaya kepadanya.";;;;;
000088-006;88;6;BAIAT AQABAH KEDUA;Dua Belas Pemuka Kaum;206-209;Baiat ini berjalan mulus, dengan mencerminkan rasa cinta, loyalitas, tolong-menolong sesama orang-orang Mukmin, kepercayaan, keberanian dan keteguhan dalam meniti jalan ini. Penduduk Yastrib yang beriman merasa amat kasihan terhadap nasib saudaranya sesama Mukmin yang lemah di Makkah dan benar-benar marah terhadap orang-orang yang berbuat zhalim kepadanya. Rasa cinta benar-benar merasuk ke dalam sanubari sekalipun mereka berjauhan. Perasaan ini tumbuh bukan karena apa-apa, tetapi karena dorongan rasa iman kepada Allah. Rasul dan Kitab-Nya. Ini adalah iman yang tidak akan pudar sekalipun harus menghadapi kekuatan orang-orang yang zhalim. Ini adalah iman yang apabila anginnya sudah berhembus, tentu Tempat berlangsungnya Bait Aqabah akan mendatangkan keajaiban dalam keyakinan dan tindakan. Dengan iman seperti inilah orang-orang Muslim mampu menorehkan kehebatan dalam lembaran zaman dan meninggalkan jejak yang abadi tanpa ada tandingannya sepanjang sejarah kehidupan manusia. 127 Zadul-Ma'ad, 2/51-52' Sirah An-Nabawiyah, Ibnu Hisyam, 1/488-50;;;;;
000086-002;86;2;BAIAT AQABAH KEDUA;Klausul Baiat;204-205;"Demi Allah, kami adalah orang-orang y ang mahir dalam perang dan mengepung musuh. Kami mewarisinya sejak dahulu."" Abul Haitsam bin At-Taihan menyela perkataan Al-Barra' yang masih berbicara dengan Rasulullah , dengan berkata, ""Wahai Rasulullah, sesung- guhnya antara kami dan orang-orang selain kami (Yahudi) ada hubungan persahabatan. Jika kami memutuskan hubungan itu dengan mereka, apakah ada kemungkinan jika Allah sudah memenangkan engkau, lalu engkau pergi meninggalkan kami?"" Beliau tersenyum, lalu bersabda, ""Darah dengan darah, kebinasaan dengan kebinasaan. Aku adalah bagian dari kalian dan kalian bagian dari diriku. Aku memerangi siapa pun yang memerangi kalian dan aku berdamai dengan siapa pun yang berdamai dengan kalian."" 122 Dengan isnad hasan. Al-Hakim dan Ibnu Hibban menshahihkannya. Lihat Mukhtashar Siratir- Rasul, hal. 155. Ibnu Ishaq meriwayatkan yang serupa dengan ini dari Ubadah bin Ash-Shamit. yang di dalamnya disebutkan klausul tambahan, yaitu: Tidak menentang perintah yang memerintah";;;;;
000088-002;88;2;BAIAT AQABAH KEDUA;Dua Belas Pemuka Kaum;206-209;"Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus. Setelah jelas penunjukan mereka, Rasulullah menyumpah mereka secara khusus sebagai para pemimpin yang mempuny ai tanggung jawab tersendiri. Beliau bersabda kepada mereka, Kalian adalah orang-orang yang bertanggung jawab terhadap pemuka kaum kalian dan keadaan mereka sebagaimana yang dilakukan Al-Hawariyun terhadap Isa bin Maryam, dan aku adalah orang yang bertanggung jawab terhadap kaumku."" Mereka menjawab, ""Baik."" Setelah proses baiat dan pengukuhan ikatan janji ini usai, dan selagi mereka dicekam rasa takut kalau-kalau kejadian ini diketahui orang lain, tiba- tiba ada salah seorang pemimpin dari musyrikin yang mengetahui kejadian tersebut. Untungnya, hal itu terjadi pada saat-saat terakhir pelaksanaan baiat. sehingga dia tidak sempat membocorkan kepada para pemimpin Quraisy. Selagi mereka masih berada di bukit, orang musyrik itu berteriak di suatu tempat tinggi, Wahai orang-orang yang berbeda di dalam rumahnya, apakah kalian menghendaki Muhammad dan orang-orang yang keluar dari agamanya berkumpul bersamanya? Mereka telah berkumpul di tempat penggembalaan kalian."" Rasulullah bersabda, ""Ini adalah krisis Aqabah. Demi Allah wahai musuh Allah, aku benar-benar akan menanganimu."" Lalu beliau memerintahkan agar mereka kembali lagi ke tenda mereka masing-masing.";;;;;
000086-001;86;1;BAIAT AQABAH KEDUA;Klausul Baiat;204-205;"Al-Imam Ahmad meriwayatkan masalah ini secara rinci dari Jabir, dia berkata, ""Kami berkata, ""Wahai Rasulullah, untuk hal apa kami berbaiat kepada engkau?' Inilah klausul baiat yang disampaikan Rasulullah: 1. Untuk mendengar dan taat tatkala bersemangat dan malas 2. Untuk menafkahkan harta tatkala sulit dan mudah. 3. Untuk menyuruh kepada yang ma'ruf dan mencegah dari yang mungkar 4. Untuk berjuang karena Allah dan tidak merisaukan celaan orang yang suka mencela. 5. Hendaklah kalian menolong jika aku datang kepada kalian, melindungiku sebagaimana kalian melindungi diri, istri dan anak-anak kalian, dan bagi kalian adalah Dalam riwayat Ka'b sebagaimana yang diriwayatkan Ibnu Ishaq tentang klausul yang terakhir, di dalamnya juga disebutkan: Ka'b berkata, ""Lalu Rasulullah berbicara, membaca Al-Qur an, berdoa kepada Allah dan menyebutkan harapannya untuk Islam. Kemudian beliau bersabda, ""Aku membaiat kalian, agar kalian melindungiku sebagaimana kalian melindungi istri dan anak-anak kalian."" Kemudian Al-Barra' bin Ma'rur memegang tangan beliau dan berkata, ""Benar. Demi yang mengutus engkau dengan benar, kami benar-benar akan melindungi engkau sebagaimana kami melindungi istri-istri kami. Maka baiatlah kami wahai Rasulullah. Demi Allah, kami adalah orang-orang y ang mahir dalam perang dan mengepung musuh.";;;;;
000088-001;88;1;BAIAT AQABAH KEDUA;Dua Belas Pemuka Kaum;206-209;"Setelah proses baiat usai, Rasulullah meminta penunjukkan dua belas orang agar menjadi pemuka bagi kaumnya masing-masing. Mereka inilah yang harus bertanggung jawab terhadap pelaksanaan klausul-klausul baiat itu. Untuk itu beliau bersabda, ""Tunjuklah dua belas orang di antara kalian untuk menjadi pemimpim bagi kaumnya dan bertanggung jawab terhadap mereka."" Seketika itu pula mereka menunjuk dua belas orang pemuka; sembilan orang dari Khazraj dan tiga orang dari Aus. Mereka adalah: 1. As'ad bin Zurarah bin Ads 2. Sa'd bin Ar-Rabi' bin Amr 123 Lebih lanjut menurut penuturan Ibnu Ishaq, Bani Abdid-Asyhal menyatakan bahwa yang pertama kali melakukan adalah Abul Haitsam binAt-Taihah, Namun menurut Ka'b bin Malik, yang pertama kali melakukannya adalah Al-Barra' bin Ma'rur. Boleh jadi mereka mengira bahwa itu adalah baiat antara dirinya dan Rasulullah . Jika tidak, maka orang yang pertama melakukannya pada saat itu adalah As'ad bin Zararah 124 Lihat Shahih Muslim, Kaifiatu Baiatin-Nisa', 2/131. 3. Abdullah bin Rawahah bin Tsa'labah 4. Raff' bin Malik bin Al-Ajlan 5. Al-Barra' bin Ma'rur bin Shahr 6. Abdullah bin Amr bin Haram 7. Ubadah bin Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.";;;;;
