source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Al-Hakam bin Kaisan;PERSON;KELUARGA;anak;Abdullah bin Al-Mughirah;PERSON;000114-007;...mr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Orang-orang Muslim bermu...;256-265;1;0.55;
Jibril;PERSON;KELUARGA;anak;Muhammad;PERSON;000133-001;"...bersabda, ""Bergembiralah wahai Abu Bakar. Inilah Jibril yang datang di atas gulungan-gulungan debu."" Dalam riwayat Muhammad bin Ishaq disebutkan: Rasulullah bersabda, ""Bergembiralah wahai Abu Bakar. Telah d...";284;1;0.55;
Mush'ab bin Umair;PERSON;KELUARGA;anak;Abu Aziz;PERSON;000138-006;...tersebut masih tetap 8. Setelah peperangan usai, Mush'ab bin Umair Al-Abdari melewati saudaranya, Abu Aziz bin Umair yang sebelah tangannya sedang diikat seorang Anshar sebagai tawanan. Dalam peperangan itu Abu Aziz bergabung bersama pasukan musyrikin. Mush'ab berk...;289-293;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Utsman bin Affan;PERSON;000141-002;"...rah Badr, bersiap-siap untuk menyambut kedatangan Rasulullah atas kemenangan ini Usamah bin Zaid berkata, ""Kami menerima kabar itu selagi kami sedang meratakan tanah di rumah Ruqayah binti Rasulullah yang menjadi istri Utsman bin Affan, karena beliau telah menyerahkan kepadaku perlind...";297;1;0.55;
Usamah bin Zaid;PERSON;KELUARGA;pasangan;Utsman bin Affan;PERSON;000141-002;"...nyambut kedatangan Rasulullah atas kemenangan ini Usamah bin Zaid berkata, ""Kami menerima kabar itu selagi kami sedang meratakan tanah di rumah Ruqayah binti Rasulullah yang menjadi istri Utsman bin Affan, karena beliau telah menyerahkan kepadaku perlind...";297;1;0.55;
Ruqayah binti Rasulullah;PERSON;KELUARGA;pasangan;Utsman bin Affan;PERSON;000141-002;...r itu selagi kami sedang meratakan tanah di rumah Ruqayah binti Rasulullah yang menjadi istri Utsman bin Affan, karena beliau telah menyerahkan kepadaku perlind...;297;1;0.55;
Umair bin Wahb;PERSON;SAHABAT;sekutu;Shafwan bin Umayyah;PERSON;000148-001;...abi Selang tak seberapa lama sesudah Perang Badr, Umair bin Wahb Al-Jumahi duduk-duduk di Hijir bersama Shafwan bin Umayyah. Umair adalah salah seorang pemimpin Quraisy yang...;308-310;1;0.55;
Wahb bin Umair;PERSON;SAHABAT;sekutu;Shafwan bin Umayyah;PERSON;000148-001;...r bin Wahb Al-Jumahi duduk-duduk di Hijir bersama Shafwan bin Umayyah. Umair adalah salah seorang pemimpin Quraisy yang dulu sering menyiksa Nabi dan para sahabat selagi masih di Makkah. Anaknya, Wahb bin Umair menjadi tawanan Perang Badr. Saat duduk itulah Um...;308-310;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Shafwan bin Umayyah;PERSON;000148-003;"...abda, ""Bukankah engkau pernah duduk-duduk bersama Shafwan bin Umayyah di Hijr, lalu kalian berdua menyebut-nyebut orang-orang Quraisy yang dimasukkan ke dalam sumur, kemudian engkau berkata, ""Kalau tidak karena aku masih ada hutang yang harus kulunasi, dan kalau tidak karena keluarga yang kutakutkan akan musnah setelah kematianku, niscaya saat ini pun aku akan menunggang onta, akan kutemui Muhammad dan kubunuh dia? Bukankah Shafwan hendak menanggu...";308-310;1;0.55;
Ka'b bin Al-Asyraf;PERSON;KELUARGA;anak;Muhammad;PERSON;000155-004;"...jawab Ka'b bin Al-Asyraf. ""Kedatangan orang ini (Rasulullah) akan menjadi bencana bagi kami, karena bangsa Arab akan menyerang kami, melemparkan anak panah dari satu busur, memutus jalan kehidupan kami hingga keluarga menjadi terlantar, semua orang menjadi susah payah, kami dan keluarga kami akan menjadi payah pula."" Kemudian terjadi dialog Abu Na'ilah dan Ka'b bin Al-Asyraf, seperti yang dilakukan Muhammad bin Maslamah. Ab...";317-321;1;0.55;
Sulaith bin An- Nu'man;PERSON;SAHABAT;sekutu;Nu'aim bin Ma'ud;PERSON;000157-002;...rdengar sampai ke Madinah. Ceritanya bermula dari Sulaith bin An- Nu'man yang telah masuk Islam dan masih berada di Makkah. Dia ikut-ikutan minum khamr bersama Nu'aim bin Ma'ud Al-Asy'ay. Saat itu khamr belum diharamkan. Karen...;321-323;1;0.55;
Abu Zaid;PERSON;KELUARGA;anak;Syurahbil bin Hasyim;PERSON;000175-002;...kejantanannya. Kemudian bendera beralih ke tangan Abu Zaid Amr bin Abdi Manaf Al-Abdari, yang akhirnya dia dapat dibunuh Quzman pula. Kemudian bendera beralih ke tangan seorang anak Syurahbil bin Hasyim Al-Abdari, yang akhirnya dia dapat dibunuh Quzman...;337-338;1;0.55;
Amr bin Abdi;PERSON;KELUARGA;anak;Syurahbil bin Hasyim;PERSON;000175-002;...nnya. Kemudian bendera beralih ke tangan Abu Zaid Amr bin Abdi Manaf Al-Abdari, yang akhirnya dia dapat dibunuh Quzman pula. Kemudian bendera beralih ke tangan seorang anak Syurahbil bin Hasyim Al-Abdari, yang akhirnya dia dapat dibunuh Quzman...;337-338;1;0.55;
Abu Sufyan bin Harb;PERSON;MUSUH;musuh;Muhammad;PERSON;000198-002;"...lah dia, lihat apa maunya!"" Maka Umar menghampiri Abu Sufyan. Setelah mendekat, Abu Sufyan bertanya, ""Demi Allah aku memohon kepadamu wahai Umar, apakah kam benar-benar telah membunuh Muhammad?"" ""Demi Allah, sama sekali tidak,"" jawab Umar, be...";359-360;1;0.55;
Ibnu Qami'ah;PERSON;MUSUH;musuh;Muhammad;PERSON;000198-002;"...wahai Umar, apakah kam benar-benar telah membunuh Muhammad?"" ""Demi Allah, sama sekali tidak,"" jawab Umar, beliau pun bisa mendengar perkataanmu saat ini."" Abu Sufyan berkata, ""Bagiku engkau lebih jujur dan lebih baik daripada Ibnu Qami'ah. Karena Ibnu Qami'ah yang berteriak saat pertempu...";359-360;1;0.55;
Ka'b bin Asad;PERSON;MUSUH;musuh;Muhammad;PERSON;000218-014 | 000218-015;"...nggalkan aku dan urusanku! Aku tidak melihat diri Muhammad melainkan sosok orang yang jujur dan menepati janji."" Huyai terus-menerus membujuk dan merayu Ka'b, hingga akhirnya Huyai bersumpah atas nama Allah dan berjanji, ""Jika orang-orang Quraisy dan Ghathafan mundur, mereka tidak jadi menyerang Muhammad, maka aku akan bergabung denganmu di dalam bentengmu, dan aku siap menanggung akibatnya bersamamu.' Jadilah Ka'b bin As' ad melanggar perjanjian yang telah disepakatinya.";390-404;2;0.55;
Ka'b bin Malik;PERSON;MUSUH;musuh;Muhammad;PERSON;000218-014 | 000218-015;"...i janji."" Huyai terus-menerus membujuk dan merayu Ka'b, hingga akhirnya Huyai bersumpah atas nama Allah dan berjanji, ""Jika orang-orang Quraisy dan Ghathafan mundur, mereka tidak jadi menyerang Muhammad, maka aku akan bergabung denganmu di dalam benten...";390-404;2;0.55;
Muhammad;PERSON;MUSUH;musuh;Sallam bin Abul Huqaiq;PERSON;000220-001;...bahan makanan. Dahulu dia juga sering mengganggu Rasulullah . Setelah orang-orang Muslim usai menangani urusan Bani Quraizhah, orang-orang Khazraj meminta izin kepada beliau untuk membunuh Sallam bin Abul Huqaiq. Karena sebelumnya orang-orang Auslah yang telah...;412-414;1;0.55;
Sallam bin Abul Huqaiq;PERSON;MUSUH;musuh;Ka'b bin Al-Asyraf;PERSON;000220-001;...Khazraj meminta izin kepada beliau untuk membunuh Sallam bin Abul Huqaiq. Karena sebelumnya orang-orang Auslah yang telah membunuh Ka'b bin Al-Asyraf. Oleh karena itu orang-orang Khazraj ingin mendap...;412-414;1;0.55;
Abdullah bin Unais;PERSON;MUSUH;musuh;Abu Rafi';PERSON;000220-004;...tkan bahwa mereka berlima masuk ke tempat tinggal Abu Rafi', dan secara bersama-sama membunuhnya. Adapun yang membunuh Abu Rafi' adalah Abdullah bin Unais. Di sini disebutkan bahwa peristiwa ini terjadi p...;412-414;1;0.55;
Abdullah bin Atik;PERSON;MUSUH;musuh;Abu Rafi';PERSON;000220-004;...ra bersama-sama membunuhnya. Adapun yang membunuh Abu Rafi' adalah Abdullah bin Unais. Di sini disebutkan bahwa peristiwa ini terjadi pada malam hari dan gelap. Sementara saat itu betis Abdullah bin Atik terkoyak atau patah tulangnya. Karena itu, teman-...;412-414;1;0.55;
Usaid bin Hudhair;PERSON;KELUARGA;anak;Muhammad;PERSON;000224-002;...idak disebutkan nama Sa'd bin Mu'adz, tetapi nama Usaid bin Hudhair. Menurut Abu Muhammad bin Hazm, inilah yang benar dan tidak bisa diragukan lagi kebenarannya. Yang aneh adalah pernyataan Muhammad Al-Ghazali, yang menisbatkan kepada Ibnul Qayyim,...;419-420;1;0.55;
Abdullah bin Ubay bin Salul;PERSON;SAHABAT;sekutu;Aisyah;PERSON;000226-006;...Zhahirah. Saat melihat kedatangan Shafwan bersama Aisyah, orang-orang berbicara kasak kusuk, masing-masing dengan versinya. Musuh Allah yang paling jahat, Abdullah bin Ubay menghembuskan nafas panjang, menyemburkan kemunaf...;424-429;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Ummu Misthah;PERSON;000226-007;...saja dia tidak mendapat sentuhan kelembutan dari Rasulullah seperti yang biasa beliau lakukan saat dia sakit. Setelah keadaannya sudah membaik, malam-malam dia keluar ke jamban bersama Ummu Misthah, untuk buang hajat. Ummu Misthah terpeleset karen...;424-429;1;0.55;
Aisyah;PERSON;SAHABAT;sekutu;Ummu Misthah;PERSON;000226-007;...membaik, malam-malam dia keluar ke jamban bersama Ummu Misthah, untuk buang hajat. Ummu Misthah terpeleset karena terserimpet bajunya. Dia ingin memanggil anak laki-lakinya. tetapi Aisyah menolaknya. Ketika itulah Ummu Misthah menceritak...;424-429;1;0.55;
Aisyah;PERSON;KELUARGA;orangtua;Yusuf;PERSON;000226-009;"...u dan diri kalian, kecuali seperti perkataan ayah Yusuf, Maka kesabaran yang baik itulah (kesabaranku).' Dan, Allah sajalah dimohonkan pertolongan- Nya terhadap apa yang kalian ceritakan."" Kemudian Aisyah beranjak dan berbaring di tempat tidur. Saat itu...";424-429;1;0.55;
Ummu Abi;PERSON;KELUARGA;pasangan;Tumadhir bin Al-Ashba';PERSON;000227-001;...Mereka pun masuk Islam, lalu Abdurrahman menikahi Tumadhir bin Al-Ashba', atau berjuluk Ummu Abi Salamah, putri pemimpin mereka. 2. Satuan pasukan...;430-432;1;0.55;
Ali bin Abu Thalib;PERSON;KELUARGA;pasangan;Tumadhir bin Al-Ashba';PERSON;000227-001;...Mereka pun masuk Islam, lalu Abdurrahman menikahi Tumadhir bin Al-Ashba', atau berjuluk Ummu Abi Salamah, putri pemimpin mereka. 2. Satuan pasukan Ali bin Abu Thalib ke Bani Sa'd bin Bakr di Fadak pada bulan Sya'ban...;430-432;1;0.55;
Sa'd bin Bakr;PERSON;KELUARGA;pasangan;Tumadhir bin Al-Ashba';PERSON;000227-001;...Mereka pun masuk Islam, lalu Abdurrahman menikahi Tumadhir bin Al-Ashba', atau berjuluk Ummu Abi Salamah, putri pemimpin mereka. 2. Satuan pasukan Ali bin Abu Thalib ke Bani Sa'd bin Bakr di Fadak pada bulan Sya'ban 6 H. Kejadian ini ber...;430-432;1;0.55;
Amr bin Umayyah;PERSON;SAHABAT;sekutu;Salamah bin Abu Salamah;PERSON;000227-003;...122. Para penulis sejarah juga menulis pengiriman Amr bin Umayyah Adh- Dhamiri bersama Salamah bin Abu Salamah pada bulan Syawwal 6 H. Mereka berdua pergi ke Ma...;430-432;1;0.55;
Abu Sufyan bin Harb;PERSON;SAHABAT;sekutu;Salamah bin Abu Salamah;PERSON;000227-003;...s pengiriman Amr bin Umayyah Adh- Dhamiri bersama Salamah bin Abu Salamah pada bulan Syawwal 6 H. Mereka berdua pergi ke Makkah untuk membunuh Abu Sufyan. Sebab Abu Sufyan mengirim seorang Arab Badui den...;430-432;1;0.55;
Abu Jandal;PERSON;SAHABAT;sekutu;Abu Bashir;PERSON;000243-002;...engar pula orang-orang Muslim di sana. Karena itu Abu Jandal meloloskan diri dari Makkah dan bergabung bersama Abu Bashir. Langkah Abu Jandal ini diikuti teman-temannya ya...;449-450;1;0.55;
Najasyi;PERSON;SAHABAT;sekutu;Amr bin Umayyah;PERSON;000247-001;Najasyi ini namanya Ashhamah bin Al-Aijar. Beliau menulis surat ini bersama Amr bin Umayyah Adh-Dhamri pada akhir tahun 6 H, atau pada bulan...;453-456;1;0.55;
Ashhamah bin Al-Aijar;PERSON;SAHABAT;sekutu;Amr bin Umayyah;PERSON;000247-001;Najasyi ini namanya Ashhamah bin Al-Aijar. Beliau menulis surat ini bersama Amr bin Umayyah Adh-Dhamri pada akhir tahun 6 H, atau pada bulan...;453-456;1;0.55;
Heraklius;PERSON;KELUARGA;anak;Muhammad;PERSON;000250-001;"...teks surat yang ditulis Nabi kepada Raja Romawi, Heraklius. Inilah surat tersebut. 225 Muhadharat Tarikhul Umam Al-Islamiyah, Al-Khadhri, 1/147; Fathul Bari, 8/127-128 ""Bismilahir-rahmanir-rahim Dari Muhammad bin Abdullah, kepada Heraklius pemimpin Romawi Kesejahteraan b...";459-463;1;0.55;
Abd bin Al-Julunda;PERSON;KELUARGA;anak;Muhammad;PERSON;000254-001;"...h surat beliau: ""Bismillahir-rahmanir-rahim. Dari Muhammad bin Abdullah, kepada Jaifar dan Abd bin Al-Julunda Kesejahteraan bagi siapa pun yang mengkuti petunj...";465-469;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Abul Huqaiq;PERSON;000273-002;...eng itu. Ibnul Qayyim menyebutkan bahwa peristiwa Rasulullah memerintahkan untuk membunuh dua anak Abul Huqaiq, setelah diketahui keduanya menyimpan harta benda...;485-486;1;0.55;
Shafiyyah binti Huyai bin Akhthab;PERSON;KELUARGA;anak;Abul Huqaiq;PERSON;000273-002;...Rasulullah memerintahkan untuk membunuh dua anak Abul Huqaiq, setelah diketahui keduanya menyimpan harta benda yang semestinya diserahkan kepada beliau. Beliau menahan Shafiyah binti Huyai bin Akhthab, yang saat itu baru saja melangsungkan pernikahan...;485-486;1;0.55;
Usamah bin Zaid;PERSON;MUSUH;musuh;Mirdas bin Nuhaik;PERSON;000284-007;"...dapat menawan ternak musuh. Dalam peperangan ini, Usamah bin Zaid dapat membunuh Mirdas bin Nuhaik, setelah dia mengucapkan, ""La ilaha illallah. "" S...";493-497;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Maimunah binti Al-Harits Al-Amiriyah;PERSON;000285-004;...bibi anak itu adalah istri Ja'far. Saat umrah ini Rasulullah menikahi Maimunah binti Al-Harits Al-Amiriyah. Sebelum memasuki Makkah, beliau sudah mengutus J...;498-501;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Maimunah;PERSON;000285-004;...bibi anak itu adalah istri Ja'far. Saat umrah ini Rasulullah menikahi Maimunah binti Al-Harits Al-Amiriyah. Sebelum memasuki Makkah, beliau sudah mengutus Ja'far bin Abu Thalib untuk menemui Maimunah. Sementara Maimunah telah menyerahkan urusan diri...;498-501;1;0.55;
Ja'far bin Abu Thalib;PERSON;KELUARGA;pasangan;Maimunah binti Al-Harits Al-Amiriyah;PERSON;000285-004;...istri Ja'far. Saat umrah ini Rasulullah menikahi Maimunah binti Al-Harits Al-Amiriyah. Sebelum memasuki Makkah, beliau sudah mengutus Ja'far bin Abu Thalib untuk menemui Maimunah. Sementara Maimunah telah...;498-501;1;0.55;
Ali bin Abu Thalib;PERSON;KELUARGA;saudara;Yusuf;PERSON;000302-001;"...enjadi anak yang paling menderita karena engkau."" Ali bin Abu Thalib memberi saran kepada Abu Sufyan bin Al-Harits. ""Temuilah Rasulullah langsung di hadapan beliau lalu katakan seperti yang dikatakan saudara Yusuf kepadanya, Mereka berkata, Demi Allah sesungguhny...";517-518;1;0.55;
Abu Sufyan bin Al-Harits bin Abdul Muththalib;PERSON;KELUARGA;saudara;Yusuf;PERSON;000302-001;"...engkau."" Ali bin Abu Thalib memberi saran kepada Abu Sufyan bin Al-Harits. ""Temuilah Rasulullah langsung di hadapan beliau lalu katakan seperti yang dikatakan saudara Yusuf kepadanya, Mereka berkata, Demi Allah sesungguhny...";517-518;1;0.55;
Muhammad;PERSON;KELUARGA;saudara;Yusuf;PERSON;000302-001;"...saran kepada Abu Sufyan bin Al-Harits. ""Temuilah Rasulullah langsung di hadapan beliau lalu katakan seperti yang dikatakan saudara Yusuf kepadanya, Mereka berkata, Demi Allah sesungguhny...";517-518;1;0.55;
Abu Sufyan bin Harb;PERSON;SAHABAT;sekutu;Hakim bin Hizam;PERSON;000304-001;"...alipun sebenarnya mereka selalu bersikap waspada. Abu Sufyan juga berputar-putar mencari informasi bersama Hakim bin Hizam dan Budail bin Zarqa' Al-Abbas berkata, ""Demi All...";519-521;1;0.55;
Budail bin Zarqa';PERSON;SAHABAT;sekutu;Hakim bin Hizam;PERSON;000304-001;"...yan juga berputar-putar mencari informasi bersama Hakim bin Hizam dan Budail bin Zarqa' Al-Abbas berkata, ""Demi Allah, ketika aku menungg...";519-521;1;0.55;
Al-Abbas bin Abdul Muththalib;PERSON;SAHABAT;sekutu;Hakim bin Hizam;PERSON;000304-001;"...yan juga berputar-putar mencari informasi bersama Hakim bin Hizam dan Budail bin Zarqa' Al-Abbas berkata, ""Demi Allah, ketika aku menunggang bagha...";519-521;1;0.55;
Muhammad;PERSON;KELUARGA;saudara;Adi bin Hatim;PERSON;000339-004;"...im yang ditawan. Setelah tiba di Madinah, saudari Adi bin Hatim meminta belas kasihan Rasulullah , seraya berkata, ""Wahai Rasulullah, pelindungku...";553-557;1;0.55;
Abu Bakar;PERSON;KELUARGA;saudara;Yusuf;PERSON;000365-002;"...Aisyah menyarankan agar Nabi tidak hanya menunjuk Abu Bakar sebagai imam, supaya orang-orang tidak merasa bosan kepadanya. Tetapi beliau menolaknya, seraya bersabda, ""Kalian sama dengan saudara-saudara Yusuf. Suruh Abu Bakar agar dia menjadi imam bagi orang...";604-605;1;0.55;
Hilal bin Amir bin Sha'sha'ah;PERSON;KELUARGA;pasangan;Abdullah bin Jahsy;PERSON;000379-001;Dia berasal dari Bani Hilal bin Amir bin Sha'sha'ah, yang dijuluki Ummul Masakin (ibunda orang-orang miskin), karena kasih sayang dan kemurahan hatinya terhadap mereka. Sebelum itu dia adalah istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi...;612;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Abdullah bin Jahsy;PERSON;000379-001;...nya terhadap mereka. Sebelum itu dia adalah istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun dia meninggal dunia dua ata...;612;1;0.55;
Abu Bakar;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000385-002;...yang bisa dibaca, mengapa beliau berbesan dengan Abu Bakar dan Umar, dengan menikahi Aisyah dan Hafshah, mengapa beliau menikahkan putri beli...;613-618;1;0.55;
Umar bin Al-Khaththab;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000385-002;...aca, mengapa beliau berbesan dengan Abu Bakar dan Umar, dengan menikahi Aisyah dan Hafshah, mengapa beliau menikahkan putri beli...;613-618;1;0.55;
Hafshah;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000385-002;...rbesan dengan Abu Bakar dan Umar, dengan menikahi Aisyah dan Hafshah, mengapa beliau menikahkan putri beliau, Fathimah...;613-618;1;0.55;
Ali bin Abu Thalib;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000385-002;...rbesan dengan Abu Bakar dan Umar, dengan menikahi Aisyah dan Hafshah, mengapa beliau menikahkan putri beliau, Fathimah dengan Ali bin Abu Thalib, Ruqayah kemudian disusul Ummu Kultsum dengan Ust...;613-618;1;0.55;
Ummu Kultsum;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000385-002;...rbesan dengan Abu Bakar dan Umar, dengan menikahi Aisyah dan Hafshah, mengapa beliau menikahkan putri beliau, Fathimah dengan Ali bin Abu Thalib, Ruqayah kemudian disusul Ummu Kultsum dengan Ustman bin Affan, mengisyaratkan bahwa bel...;613-618;1;0.55;
Utsman bin Affan;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000385-002;...rbesan dengan Abu Bakar dan Umar, dengan menikahi Aisyah dan Hafshah, mengapa beliau menikahkan putri beliau, Fathimah dengan Ali bin Abu Thalib, Ruqayah kemudian disusul Ummu Kultsum dengan Ustman bin Affan, mengisyaratkan bahwa beliau ingin menjalin hubun...;613-618;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Juwairiyah;PERSON;000385-003;...gi melancarkan permusuhan setelah beliau menikahi Juwairiyah dan Shafiyah Bahkan Juwairiyah merupakan wanita yang paling banyak mendatangkan barakah bagi kaumnya. Setelah dia dinikahi Rasulullah , para sahabat membebaskan 100 keluarga dari kaum...;613-618;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Zainab;PERSON;000385-005;...mengenyahkan kepercayaan ini, Allah memerintahkan Rasulullah untuk menikahi putri bibi beliau, Zainab binti Jahsy, yang sebelumnya menjadi istri Zaid. Karena tidak ada kecocokan antara Zaid dan Zainab, maka Zaid ada niat untuk menceraikannya.;613-618;1;0.55;
Zaid bin Haritsah;PERSON;KELUARGA;anak;Zainab;PERSON;000385-005;...Zainab binti Jahsy, yang sebelumnya menjadi istri Zaid. Karena tidak ada kecocokan antara Zaid dan Zainab, maka Zaid ada niat untuk menceraikannya.;613-618;1;0.55;
Perang Fijar;EVENT;PRECEDES;;Hijrah;EVENT;;Perang Fijar (BAB: Perang Fijar) -> Hijrah (BAB: Hijrah ke Habasyah yang Pertama);87;1;1.0;
Hijrah;EVENT;PRECEDES;;Isra' Mi'raj;EVENT;;Hijrah (BAB: Hijrah ke Habasyah yang Pertama) -> Isra' Mi'raj (BAB: ISRA’ DAN MI’RAJ);130;1;1.0;
Isra' Mi'raj;EVENT;PRECEDES;;Baiat Aqabah;EVENT;;Isra' Mi'raj (BAB: ISRA’ DAN MI’RAJ) -> Baiat Aqabah (BAB: BAIAT AQABAH PERTAMA);191;1;1.0;
Baiat Aqabah;EVENT;PRECEDES;;Baiat Aqabah Kubra;EVENT;;Baiat Aqabah (BAB: BAIAT AQABAH PERTAMA) -> Baiat Aqabah Kubra (BAB: BAIAT AQABAH KEDUA);198;1;1.0;
Baiat Aqabah Kubra;EVENT;PRECEDES;;Perang Badr;EVENT;;Baiat Aqabah Kubra (BAB: BAIAT AQABAH KEDUA) -> Perang Badr (BAB: Satuan-satuan Pasukan Sebelum Perang Badr);203;1;1.0;
Perang Badr;EVENT;PRECEDES;;Perang Badr Aisyah;EVENT;;Perang Badr (BAB: Satuan-satuan Pasukan Sebelum Perang Badr) -> Perang Badr Aisyah (BAB: PERANG BADR KUBRA);256;1;1.0;
Perang Badr Aisyah;EVENT;PRECEDES;;Fathul Makkah;EVENT;;Perang Badr Aisyah (BAB: PERANG BADR KUBRA) -> Fathul Makkah (BAB: Peringatan di Makkah);266;1;1.0;
Fathul Makkah;EVENT;PRECEDES;;Perang Uhud;EVENT;;Fathul Makkah (BAB: Peringatan di Makkah) -> Perang Uhud (BAB: AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD);267;1;1.0;
Perang Uhud;EVENT;PRECEDES;;Perang Asafan;EVENT;;Perang Uhud (BAB: AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD) -> Perang Asafan (BAB: Perang As-Sawiq);305;1;1.0;
Perang Asafan;EVENT;PRECEDES;;Perang Khandaq;EVENT;;Perang Asafan (BAB: Perang As-Sawiq) -> Perang Khandaq (BAB: Perang Burhan);315;1;1.0;
Perang Khandaq;EVENT;PRECEDES;;Perang Bani Mushthaliq;EVENT;;Perang Khandaq (BAB: Perang Burhan) -> Perang Bani Mushthaliq (BAB: Perang Bani Nadhir);321;1;1.0;
Perang Bani Mushthaliq;EVENT;PRECEDES;;Perjanjian Hudaibiyah;EVENT;;Perang Bani Mushthaliq (BAB: Perang Bani Nadhir) -> Perjanjian Hudaibiyah (BAB: PERJANJIAN HUDAIBIYAH);382;1;1.0;
Perjanjian Hudaibiyah;EVENT;PRECEDES;;Perang Khaibar;EVENT;;Perjanjian Hudaibiyah (BAB: PERJANJIAN HUDAIBIYAH) -> Perang Khaibar (BAB: PERANG KHAIBAR DAN WADIL QURA);433;1;1.0;
Perang Khaibar;EVENT;PRECEDES;;Perang Dzatur Riqa';EVENT;;Perang Khaibar (BAB: PERANG KHAIBAR DAN WADIL QURA) -> Perang Dzatur Riqa' (BAB: Perang Dzatur Riqa’);473;1;1.0;
Perang Dzatur Riqa';EVENT;PRECEDES;;Perang Mu'tah;EVENT;;Perang Dzatur Riqa' (BAB: Perang Dzatur Riqa’) -> Perang Mu'tah (BAB: PERANG MU’TAH);493;1;1.0;
Perang Mu'tah;EVENT;PRECEDES;;Perang Hunain;EVENT;;Perang Mu'tah (BAB: PERANG MU’TAH) -> Perang Hunain (BAB: PERANG HUNAIN);502;1;1.0;
Perang Hunain;EVENT;PRECEDES;;Perang Tha'if;EVENT;;Perang Hunain (BAB: PERANG HUNAIN) -> Perang Tha'if (BAB: Perang Tha’if);538;1;1.0;
Perang Tha'if;EVENT;PRECEDES;;Perang Tabuk;EVENT;;Perang Tha'if (BAB: Perang Tha’if) -> Perang Tabuk (BAB: PERANG TABUK);544;1;1.0;
