source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Bujair Bin Zuhair;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000357-004;"...lewat syair-syairnya. Setelah beliau pulang dari Perang Tha'if pada tahun 8 H, Ka'b bin Zuhair dikirimi surat oleh saudaranya sendiri, Bujair bin Zuhair, yang isinya: ""Rasulullah membunuh beberapa orang...";577-590;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Tha'If;EVENT;OCCURRED_AT;;Makkah;LOCATION;000357-004;"...lewat syair-syairnya. Setelah beliau pulang dari Perang Tha'if pada tahun 8 H, Ka'b bin Zuhair dikirimi surat oleh saudaranya sendiri, Bujair bin Zuhair, yang isinya: ""Rasulullah membunuh beberapa orang di Makkah yang dulunya suka menyerang dan mengolok-olok bel...";577-590;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Urwah Bin Mas'Ud;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000357-007;...elakang keislaman mereka, karena pemimpin mereka, Urwah bin Mas'ud, Ats-Tsaqafi membuntuti Rasulullah sepulang dari Perang Tha'if pada bulan Dzul Hijjah 8 H. Sebelum tiba di Madin...;577-590;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Tha'If;EVENT;OCCURRED_ON;;Bulan Ramadhan 9 H;TIME;000357-007;"...lagi."" 8. Utusan dari Tsaqif. Mereka datang pada bulan Ramadhan 9 H, sepulang Rasulullah dari Tabuk. Adapun latar belakang keislaman mereka, karena pemimpin mereka, Urwah bin Mas'ud, Ats-Tsaqafi membuntuti Rasulullah sepulang dari Perang Tha'if pada bulan Dzul Hijjah 8 H. Sebelum tiba di Madin...";577-590;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Al-Harits Bin Abdi;PERSON;INVOLVED_IN;;Perang Tabuk;EVENT;000357-011;...9. Surat dari raja-raja Yaman. Sepulang Nabi dari Perang Tabuk, datang surat dari raja-raja Himyar. Raja-raja itu adalah Al-Harits bin Abdi Kulal, An- Nu'man bin Qail Dzu Ru'ain, Hamdan dan...;577-590;1;0.3;Hunain, Tabuk & Puncak Kekuatan Islam
An- Nu'Man Bin Qail;PERSON;INVOLVED_IN;;Perang Tabuk;EVENT;000357-011;...9. Surat dari raja-raja Yaman. Sepulang Nabi dari Perang Tabuk, datang surat dari raja-raja Himyar. Raja-raja itu adalah Al-Harits bin Abdi Kulal, An- Nu'man bin Qail Dzu Ru'ain, Hamdan dan Ma'afir. Adapun yang menja...;577-590;1;0.3;Hunain, Tabuk & Puncak Kekuatan Islam
Mu'adz bin Jabal;PERSON;INVOLVED_IN;;Perang Tabuk;EVENT;000357-012;...eberapa orang dari sahabat ke sana, yang dipimpin Mu'adz bin Jabal. 10. Utusan dari Hamdan. Para utusan ini datang pada tahun 9 H, sepulang Nabi dari Perang Tabuk. Beliau menulis sebuah perjanjian bagi mereka dan...;577-590;1;0.3;Hunain, Tabuk & Puncak Kekuatan Islam
Malik Bin An-Namath;PERSON;INVOLVED_IN;;Perang Tabuk;EVENT;000357-012;...san ini datang pada tahun 9 H, sepulang Nabi dari Perang Tabuk. Beliau menulis sebuah perjanjian bagi mereka dan memberikan apa yang mereka minta. Beliau menunjuk Malik bin An-Namath sebagai pemimpin mereka, khususnya bagi kaumnya y...;577-590;1;0.2;Hunain, Tabuk & Puncak Kekuatan Islam
Perang Tabuk;EVENT;OCCURRED_ON;;Tahun 9 H;TIME;000357-012;.... Utusan dari Hamdan. Para utusan ini datang pada tahun 9 H, sepulang Nabi dari Perang Tabuk. Beliau menulis sebuah perjanjian bagi mereka dan...;577-590;1;0.5;Hunain, Tabuk & Puncak Kekuatan Islam
Abul Ash Bin Ar-Rabi;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...tsum, dan Fathimah. Zainab dinikahi anak bibinya, Abul Ash bin Ar-Rabi', sebelum hijrah. Sedangkan Ruqayyah dan Ummu Kultsum dinikahi Utsman bin Affan tidak secara bersamaan. Sedangkan Fathimah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini la...;611;1;0.2;Perang Badr & Dampaknya
Ummu Kultsum;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...Ar-Rabi', sebelum hijrah. Sedangkan Ruqayyah dan Ummu Kultsum dinikahi Utsman bin Affan tidak secara bersamaan. Sedangkan Fathimah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini la...;611;1;0.3;Perang Badr & Dampaknya
Utsman bin Affan;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...rah. Sedangkan Ruqayyah dan Ummu Kultsum dinikahi Utsman bin Affan tidak secara bersamaan. Sedangkan Fathimah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini la...;611;1;0.3;Perang Badr & Dampaknya
Ali bin Abu Thalib;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...dak secara bersamaan. Sedangkan Fathimah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini la...;611;1;0.5;Perang Badr & Dampaknya
Hasan bin Ali;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...mah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini lahir Hasan, Husain, Zainab, dan Ummu Kultsum Sebagaimana yan...;611;1;0.3;Perang Badr & Dampaknya
Husain bin Ali;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...mah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini lahir Hasan, Husain, Zainab, dan Ummu Kultsum Sebagaimana yang sudah...;611;1;0.3;Perang Badr & Dampaknya
Khunais Bin Hudzafah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000378-001;Dia ditinggal mati suaminya, Khunais bin Hudzafah As-Sahmi, pada waktu antara Perang Badr dan Uhud, lalu dinikahi Rasulullah pada tahun 3 H;612;1;0.5;Perang Badr & Dampaknya
Perang Badr;EVENT;OCCURRED_ON;;Tahun 3 H;TIME;000378-001;...Khunais bin Hudzafah As-Sahmi, pada waktu antara Perang Badr dan Uhud, lalu dinikahi Rasulullah pada tahun 3 H;612;1;0.5;Perang Badr & Dampaknya
Hilal Bin Amir Bin Sha'Sha'Ah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000379-001;Dia berasal dari Bani Hilal bin Amir bin Sha'sha'ah, yang dijuluki Ummul Masakin (ibunda orang-orang miskin), karena kasih sayang dan kemurahan hatinya terhadap mereka. Sebelum itu dia adalah istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun d...;612;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Abdullah bin Jahsy;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000379-001;...nya terhadap mereka. Sebelum itu dia adalah istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun d...;612;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Tahun 4 H;TIME;000379-001;...h istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun dia meninggal dunia dua atau tiga bulan se...;612;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Salamah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000385-003;...rmusuhan beberapa kabilah terhadap Islam. Setelah Ummu Salamah dari Bani Makhzum yang satu perkampungan dengan Abu Jahl dan Khalid bin Walid dinikahi Rasulullah , membuat sikap Khalid bin Al-Walid tidak segarang sikapnya sewaktu Perang Uhud. Bahkan akhirnya dia masuk Islam tak lama setelah...;613-618;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Jahal;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000385-003;...h dari Bani Makhzum yang satu perkampungan dengan Abu Jahl dan Khalid bin Walid dinikahi Rasulullah , membuat sikap Khalid bin Al-Walid tidak segarang sikapnya sewaktu Perang Uhud. Bahkan akhirnya dia masuk Islam tak lama setelah...;613-618;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Khalid bin Al-Walid;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000385-003;...akhzum yang satu perkampungan dengan Abu Jahl dan Khalid bin Walid dinikahi Rasulullah , membuat sikap Khalid bin Al-Walid tidak segarang sikapnya sewaktu Perang Uhud. Bahkan akhirnya dia masuk Islam tak lama setelah...;613-618;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Haritsah Bin Amr;PERSON;KELUARGA;anak;Haritsah Bin Tsa'Labah;PERSON;000002-002;...lah Aus dan Khazraj, yang merupakan dua dari anak Haritsah bin Tsa'labah. Di antara keturunan mereka yang bernama Haritsah bin Amr atau Khuza'ah dan anak keturunannya berpindah ke...;35-42;1;0.55;
Ibrahim;PERSON;KELUARGA;orangtua;Isma'Il;PERSON;000002-007 | 000002-008;...seorang wanita dari golongan mereka. Saat itu ibu Isma'il sudah meninggal dunia. Suatu saat Ibrahim hendak menjenguk keluarga yang ditinggalkannya Ma...;35-42;2;0.55;
Mudhadh bin Amr;PERSON;KELUARGA;pasangan;Isma'Il;PERSON;000002-008;...ya dan kawin lagi dengan wanita lain, yaitu putri Mudhadh bin Amru, pemimpin dan pemuka kabilah Setelah perkawinan Isma'il yang kedua ini, Ibrahim datang lagi, namun tidak bisa bertemu dengan Isma'il. Beliau bertanya kepada istri Isma'il tentang kea...;35-42;1;0.55;
Muhammad Bin Abdullah Bin Abdul Muththalib Bin Hasyim;PERSON;KELUARGA;anak;Ibrahim;PERSON;000002-011;"...m. Hasyim adalah keluarga yang dipilih Allah bagi Muhammad bin Abdullah bin Abdul Muththalib bin Hasyim. Rasulullah pernah bersabda, ""Sesungguhnya Allah telah memilih Isma'il dari anak Ibrahim, memilih Kinanah dari anak Isma 'il, memilih Qura...";35-42;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Ibrahim;PERSON;000002-011;"...mad bin Abdullah bin Abdul Muththalib bin Hasyim. Rasulullah pernah bersabda, ""Sesungguhnya Allah telah memilih Isma'il dari anak Ibrahim, memilih Kinanah dari anak Isma 'il, memilih Qura...";35-42;1;0.55;
Isma'Il;PERSON;KELUARGA;anak;Ibrahim;PERSON;000002-011;"...ernah bersabda, ""Sesungguhnya Allah telah memilih Isma'il dari anak Ibrahim, memilih Kinanah dari anak Isma 'il, memilih Qura...";35-42;1;0.55;
Hanifah Bin Sha'B Bin Ali Bin Bakr;PERSON;KELUARGA;anak;Bakr Bin Wa'Il;PERSON;000002-012;...s dan daerah yang subur. Abdul Qais dan anak-anak Bakr bin Wa'il serta anak-anak Tamim pindah ke Bahrain dan menetap di sana. Sedangkan Bani Hanifah bin Sha'b bin Ali bin Bakr pindah ke Yamamah dan menetap di Hijr, ibukota Ya...;35-42;1;0.55;
Mudhadh bin Amr;PERSON;KELUARGA;anak;Isma'Il;PERSON;000007-001;...dar. Ada yang berpendapat sebaliknya. Setelah itu Mudhadh bin Amr Al-Jurhumi. Maka. kepemimpinan Makkah beralih ke tangan orang-orang Jurhum dan terus berada di tangan mereka. Anak-anak Isma'il merupakan titik pusat kemuliaan. Sebab ayahnyalah...;48-53;1;0.55;
Adi Bin An-Najjar;PERSON;KELUARGA;pasangan;Salma Binti Amru;PERSON;000017-001;...untuk berdagang. Setiba di Madinah, dia menikahi Salma binti Amru, dari Bani Adi bin An-Najjar dan menetap di sana bersama istrinya itu. Lalu di...;74-80;1;0.55;
Fathimah Binti Amr Bin A'Idz Bin Imran Bin Makhzum Bin Yaqzhah Bin Murrah;PERSON;KELUARGA;anak;Abdul Muththalib;PERSON;000017-010;Ibunya adalah Fathimah binti Amr bin A'idz bin Imran bin Makhzum bin Yaqzhah bin Murrah. Abdullah adalah anak Abdul Muththalib yang paling bagus dan paling dicintainya. Abdulla...;74-80;1;0.55;
Bilal bin Rabah;PERSON;SAHABAT;sekutu;Abu Thalib;PERSON;000025-001;...han yang amat mencolok. Sebab boleh jadi saat itu Bilal belum lahir. Kalaupun sudah lahir, tidak bakalan dia bergabung bersama Abu Thalib atau pun Abu Bakar. Lihat peperangan ini, dengan...;87-88;1;0.55;
Abu Bakar;PERSON;SAHABAT;sekutu;Abu Thalib;PERSON;000025-001;...sudah lahir, tidak bakalan dia bergabung bersama Abu Thalib atau pun Abu Bakar. Lihat peperangan ini, dengan cara mengumpulkan a...;87-88;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Khadijah;PERSON;000027-001;Pada awal masa remaja, Rasulullah tidak mempunyai pekerjaan tetap Hanya saja beberapa riwayat menyebutkan beliau biasa menggembala kambing di kalangan Bani Sa'd dan juga di Makkah dengan imbalan uang beberapa Pada usia dua puluh lima tahun, beliau pergi berdagang ke Syam menjalankan barang dagang milik Khadijah. Ibnu Ishaq menuturkan Khadijah binti Khuwailid a...;89;1;0.55;
Nafisah Binti Munyah;PERSON;KELUARGA;pasangan;Khadijah;PERSON;000028-001;...au. Tiba-tiba saja dia teringat seorang rekannya, Nafisah binti Munyah Dia meminta agar rekannya ini menemui beliau dan membuka jalan agar mau menikah dengan Khadijah. Ternyata beliau menerima tawaran itu, lalu belia...;89-90;1;0.55;
Jabir bin Abdullah;PERSON;SAHABAT;sekutu;Abbas;PERSON;000030-003;"...gin berbuat hal yang Al-Bukhari meriwayatkan dari Jabir bin Abdullah, dia berkata ""Tatkala Ka'bah sedang direnovasi, Nabi ikut bergabung bersama Abbas, mengambil batu. Abbas berkata kepada beliau, ""An...";92-93;1;0.55;
Waraqah bin Naufal;PERSON;KELUARGA;paman/bibi;Khadijah;PERSON;000032-005 | 000032-006;"...ong orang yang menegakkan kebenaran."" Selanjutnya Khadijah membawa beliau pergi menemui Waraqah bin Naufal bin Asad bin Abdul Uzza, anak paman Khadijah.";95-99;2;0.55;
Khadijah;PERSON;KELUARGA;anak;Waraqah bin Naufal;PERSON;000032-006;"...ong orang yang menegakkan kebenaran."" Selanjutnya Khadijah membawa beliau pergi menemui Waraqah bin Naufal bin Asad bin Abdul Uzza, anak paman Khadijah. Waraqah adalah seorang Nashrani semasa Jahiliyah. Dia men...";95-99;1;0.55;
Waraqah bin Naufal;PERSON;KELUARGA;anak;Waraqah bin Naufal;PERSON;000032-006;...Selanjutnya Khadijah membawa beliau pergi menemui Waraqah bin Naufal bin Asad bin Abdul Uzza, anak paman Khadijah. Waraqah adalah seorang Nashrani semasa Jahiliyah. Dia men...;95-99;1;0.55;
Waraqah bin Naufal;PERSON;KELUARGA;paman/bibi;Khadijah;PERSON;000032-006;...ah bin Naufal bin Asad bin Abdul Uzza, anak paman Khadijah. Waraqah adalah seorang Nashrani semasa Jahiliyah. Dia men...;95-99;1;0.55;
Ummul Mukminin;PERSON;KELUARGA;anak;Khadijah;PERSON;000039-001;...ma-tama masuk Islam). Mereka adalah istri beliau, Ummul Mukminin Khadijah binti Khuwailid, pembantu beliau, Zaid bin Haritsah bin Syurahbil anak paman beliau, Ali bin Abu Thalib, yang saat itu Ali masih 63_ Dulunya dia merupakan tawanan lalu dijadikan budak dan dimiliki Khadijah. Kemudian Khadijah memberikan kepada Rasulullah....;106-108;1;0.55;
Zaid Bin Haritsah Bin Syurahbil;PERSON;KELUARGA;anak;Khadijah;PERSON;000039-001;...kminin Khadijah binti Khuwailid, pembantu beliau, Zaid bin Haritsah bin Syurahbil anak paman beliau, Ali bin Abu Thalib, yang saat itu Ali masih 63_ Dulunya dia merupakan tawanan lalu dijadikan budak dan dimiliki Khadijah. Kemudian Khadijah memberikan kepada Rasulullah....;106-108;1;0.55;
Abdullah;PERSON;KELUARGA;anak;Abu Lahab;PERSON;000049-002;...ancaman keras. Tidak ada pilihan bagi kedua anak Abu Lahab kecuali menceraikan istrinya Setelah Abdullah, putra Rasulullah yang kedua meninggal dunia, Abu...;121-129;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Abu Lahab;PERSON;000049-002 | 000049-004;...ancaman keras. Tidak ada pilihan bagi kedua anak Abu Lahab kecuali menceraikan istrinya Setelah Abdullah, putra Rasulullah yang kedua meninggal dunia, Abu Lahab merasa sena...;121-129;2;0.55;
Ummu Jamil Binti Harb Bin Umayyah;PERSON;KELUARGA;pasangan;Abu Lahab;PERSON;000049-003;...bahwa tidak hanya pendustaan saja yang dilakukan Abu Lahab, tetapi dia melempari beliau dengan batu, hingga sempat membuat kedua tumit beliau berdarah. Istri Abu Lahab, Ummu Jamil binti Harb bin Umayyah, saudari Abu Sufy an, tidak kalah sengitnya dalam...;121-129;1;0.55;
Abu Sufyan bin Harb;PERSON;KELUARGA;pasangan;Abu Lahab;PERSON;000049-003;...sempat membuat kedua tumit beliau berdarah. Istri Abu Lahab, Ummu Jamil binti Harb bin Umayyah, saudari Abu Sufy an, tidak kalah sengitnya dalam memerangi beliau...;121-129;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Abu Bakar Ash-;PERSON;000049-003;...g dirinya dan suaminya, maka dia langsung mencari Rasulullah , yang saat itu beliau sedang duduk di masjid di dekat Ka'bah bersama Abu Bakar Ash- Shiddiq. Dia membawa segenggam batu. Selagi dia s...;121-129;1;0.55;
Abu Bakar;PERSON;KELUARGA;pasangan;Abu Lahab;PERSON;000049-004;"...hadap agamanya kami membenci, "" Setelah itu istri Abu Lahab membalikkan badan pulang. Sedangkan Abu Bakar bertanya kepada beliau, ""Wahai Rasulullah, tidakl...";121-129;1;0.55;
Ubay Bin Khalaf;PERSON;KELUARGA;saudara;Umayyah Bin Khalaf;PERSON;000049-007;...ara sembunyi-sembunyi atau mengganggunya. Saudara Umayyah bin Khalaf, Ubay bin Khalaf, tak jauh berbeda dengan Uqbah bin Abu Mu'ith. Su...;121-129;1;0.55;
Uqbah bin Abu Mu'aith;PERSON;KELUARGA;saudara;Umayyah Bin Khalaf;PERSON;000049-007;...ara sembunyi-sembunyi atau mengganggunya. Saudara Umayyah bin Khalaf, Ubay bin Khalaf, tak jauh berbeda dengan Uqbah bin Abu Mu'ith. Suatu kali Uqbah mengintip di dekat Nabi dan men...;121-129;1;0.55;
Utsman bin Affan;PERSON;KELUARGA;orangtua;Mush'ab bin Umair;PERSON;000049-010;...k Islam dari kalangan orang awam dan lemah. Paman Utsman bin Affan pernah diselubungi tikar dari daun korma, lalu diasapi dari bawahnya. Tatkala ibu Mush'ab bin Umair tahu anaknya masuk Islam, maka dia tidak diberi m...;121-129;1;0.55;
Umar bin Al-Khaththab;PERSON;MUSUH;musuh;Muhammad;PERSON;000057-004 | 000198-002;"...t riwayat Ibnu Abbas. ""Hendak kemana engkau wahai Umar?"" ""Aku akan menghabisi Muhammad,"" jawabnya .Apa yang bisa menjamin keamanan dirimu dari pembalasan Bani Hasyim dan Bani Zuhrah jika engkau membunuh Muhammad?"" Menurut pengamatanku, rupanya engkau telah kelu...";142-148 | 359-360;2;0.55;
Hamzah bin Abdul Muththalib;PERSON;KELUARGA;anak;Abu Thalib;PERSON;000064-001;"...ni merupakan utusan Quraisy terakhir yang menemui Abu Thalib Ibnu Ishaq dan lain-lainnya menuturkan, tatkala Abu Thalib sakit dan orang- orang Quraisy mengkhaw atirkan keadaannya, mereka pun saling kasak-kusuk ""Sesungguhnya Hamzah dan Umar sudah masuk Islam. Sementara masalah Muh...";157-159;1;0.55;
Umar bin Al-Khaththab;PERSON;KELUARGA;anak;Abu Thalib;PERSON;000064-001;"...ni merupakan utusan Quraisy terakhir yang menemui Abu Thalib Ibnu Ishaq dan lain-lainnya menuturkan, tatkala Abu Thalib sakit dan orang- orang Quraisy mengkhaw atirkan keadaannya, mereka pun saling kasak-kusuk ""Sesungguhnya Hamzah dan Umar sudah masuk Islam. Sementara masalah Muhammad sud...";157-159;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Saudah Binti Zam'Ah;PERSON;000068-001;Pada bulan Syawwal tahun kesepuluh dari nubuwah, Rasulullah menikahi Saudah binti Zam'ah. Dia termasuk orang-orang yang lebih dahulu masuk...;163;1;0.55;
Sakran Bin Amr;PERSON;KELUARGA;pasangan;Saudah Binti Zam'Ah;PERSON;000068-001;...tahun kesepuluh dari nubuwah, Rasulullah menikahi Saudah binti Zam'ah. Dia termasuk orang-orang yang lebih dahulu masuk Islam, ikut hijrah ke Habasyah yang kedua. Mantan suaminya adalah As. Sakran bin Amr, yang juga masuk Islam dan hijrah bersamanya pula...;163;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Ummu Jamil;PERSON;000071-005;"...olaknya dan bertanya, ""Apa yang terjadi pada diri Rasulullah ?"" ""Kalau begitu ibu harus pergi menemui Ummu Jamil binti Al-Khaththab. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar...";165-168;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000079-003;"...umah pun di Madinah melainkan sudah menyebut nama Rasulullah 117 Zadul-Ma'ad, 2/50; Sirah An-Nabawiyah, Ibnu Hisyam, 1/429-541. Pada tahun kesebelas dari nubuwah itu, beliau menikahi Aisyah yang saat itu umurnya 6 tahun. Lalu beliau berkum...";188-190;1;0.55;
Adam;PERSON;SAHABAT;sekutu;Jibril;PERSON;000080-002;...Baitul Maqdis beliau naik ke langit dunia bersama Jibril. Jibril meminta izin agar dibukakan. Maka pintu langit dibukakan baginya Di sana beliau melihat Adam, bapak sekalian manusia. Beliau mengucapkan salam...;191-197;1;0.55;
As'ad bin Zurarah;PERSON;SAHABAT;sekutu;Mush'ab bin Umair;PERSON;000083-001;...ambarkan keberhasilan dakwahnya, bahwa suatu hari As'ad bin Zurarah pergi bersama Mush'ab dengan tujuan perkampungan Bani Abdul Asyhal dan...;199-202;1;0.55;
Jabir bin Abdullah;PERSON;KELUARGA;anak;As'ad bin Zurarah;PERSON;000087-001;"...ah pelaksanaan baiat dengan cara berjabat tangan. Jabir berkata setelah menuturkan apa yang disampaikan As'ad bin Zurarah, ""Mereka bertanya, ""Wahai As'ad. demi Allah, ulurkanlah tanganmu. Demi Allah kami...";206;1;0.55;
As'ad bin Zurarah;PERSON;SAHABAT;sekutu;Mush'ab bin Umair;PERSON;000087-001;...ia pun menjadi mantap karenanya. Dengan kedudukan As'ad sebagai da'i yang ulung bersama Mush'ab bin Umair, maka secara otomatis dia pun dinobatkan sebagai...;206;1;0.55;
Umar bin Al-Khaththab;PERSON;SAHABAT;sekutu;Abu Jahal;PERSON;000089-004;"...Iyasy memutuskan untuk kembali ke Makkah bersama Abu Jahal dan Al-Harits, agar ibunya menghentikan nadzarnya. Maka Umar berkata kepadanya, ""Kalau memang itu pilihanmu, m...";210-213;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002 | 000144-001;...g memiliki dua bagian ikat pinggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang...;223-229 | 300-302;2;0.55;
Amir Bin Fuhairah;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...nggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang menjadi penunjuk jalan...;223-229;1;0.55;
Abdullah bin Uraiqith;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...nggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang menjadi penunjuk jalan mengambil jalan pesis...;223-229;1;0.55;
Amar bin Al-Hadhrami;PERSON;KELUARGA;anak;Abdullah Bin Al-Mughirah;PERSON;000114-007;...dagangan. Turut serta dalam rombongan itu adalah Amr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Ora...;256-265;1;0.55;
Utsman bin Affan;PERSON;KELUARGA;anak;Abdullah Bin Al-Mughirah;PERSON;000114-007;...a dalam rombongan itu adalah Amr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Ora...;256-265;1;0.55;
Al-Hakam Bin Kaisan;PERSON;KELUARGA;anak;Abdullah Bin Al-Mughirah;PERSON;000114-007;...mr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Orang-orang Muslim bermu...;256-265;1;0.55;
Al-Miqdad Bin Al-Aswad;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...milik Az Zubair bin Al-Awwam dan satu lagi milik Al-Miqdad bin Al-Aswad Al-Kindi Sedangkan ontanya ada 70 ekor. Satu ekor dinaiki dua atau tiga orang. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau men...;267;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...Satu ekor dinaiki dua atau tiga orang. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau men...;267;1;0.55;
Martsad Bin Abu Martsad;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...ng. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau mengangkat Ibnu Ummi Maktum men...;267;1;0.55;
Ibnu Ummi;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...ng. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau mengangkat Ibnu Ummi Maktum menjadi wakil beliau di Madinah Namun seti...;267;1;0.55;
Utbah bin Rabi'ah;PERSON;MUSUH;musuh;Muhammad;PERSON;000129-003;"...rang-orang ini menjadi terpecah karena dia."" Lalu Utbah bin Rabi'ah berdiri di hadapan mereka dan berkata, ""Wahai semua orang Quraisy, demi Allah, sebenarnya tak ada gunanya kalian memerangi Muhammad dan rekan-rekannya. Demi Allah, kalau pun kalian...";277-279;1;0.55;
Utbah bin Rabi'ah;PERSON;KELUARGA;saudara;Amar bin Al-Hadhrami;PERSON;000129-004;"...ak lama masuk Islam dan juga ikut hijrah. Tatkala Utbah mendengar ucapan Abu Jahl, ""Demi Allah, rupanya dia benar-benar ketakutan,"" maka dia berkata, ""Perlu dilihat pantat siapa yang lebih takut, entah dia atau aku."" Karena merasa khawatir aksi penentangan ini semakin kuat dan untuk menghentikan dialog ini, maka Abu Jahl segera memanggil Amir bin Al-Hadhrami, saudara Amr bin Al-Hadhrami yang menjadi korban di Nakhlah, seraya berkata ke...";277-279;1;0.55;
Abu Jahal;PERSON;KELUARGA;saudara;Amar bin Al-Hadhrami;PERSON;000129-004;"...juga ikut hijrah. Tatkala Utbah mendengar ucapan Abu Jahl, ""Demi Allah, rupanya dia benar-benar ketakutan,"" maka dia berkata, ""Perlu dilihat pantat siapa yang lebih takut, entah dia atau aku."" Karena merasa khawatir aksi penentangan ini semakin kuat dan untuk menghentikan dialog ini, maka Abu Jahl segera memanggil Amir bin Al-Hadhrami, saudara Amr bin Al-Hadhrami yang menjadi korban di Nakhlah, seraya berkata ke...";277-279;1;0.55;
